flags,utterance,category,intent
BM,I don't know how to change some items of an order,ORDER,change_order
B,I need assistance to remove an item,ORDER,change_order
B,I have got to change an order,ORDER,change_order
BIMP,could I remove several items from an order?,ORDER,change_order
BIM,can you help me adding some items to an order?,ORDER,change_order
BM,I need assistance with changing some items of an order,ORDER,change_order
BIMP,could you help me remove some items?,ORDER,change_order
BIM,is it possible to remove some items?,ORDER,change_order
BIM,how can I change several items of an order?,ORDER,change_order
BM,I want help removing several items from an order,ORDER,change_order
BI,can I change the order I have made?,ORDER,change_order
BMP,I don't know how I could add some items,ORDER,change_order
BM,I try to change several items of an order,ORDER,change_order
BI,can I change the last order?,ORDER,change_order
BEM,I cannot remove some items,ORDER,change_order
BM,I need assistance changing several items of an order,ORDER,change_order
BIMP,would it be possible to change some items of an order?,ORDER,change_order
BIM,is it possible to add some items?,ORDER,change_order
BP,I would like to change the last order,ORDER,change_order
BM,I have problems with changing orders,ORDER,change_order
BM,I don't know how I can add several items,ORDER,change_order
B,I try to change an item of an order,ORDER,change_order
B,help changing an order,ORDER,change_order
B,I want help to add something,ORDER,change_order
B,I have a problem with adding an item,ORDER,change_order
B,I have a problem with changing the last order,ORDER,change_order
BIM,can you help me to change some items of an order?,ORDER,change_order
BE,I cannot change the last order,ORDER,change_order
BL,I have an error correcting the shipping address,SHIPPING_ADDRESS,change_shipping_address
BLQ,i need assistance trying to update my delivery address,SHIPPING_ADDRESS,change_shipping_address
BL,information about updating my shipping address,SHIPPING_ADDRESS,change_shipping_address
BL,give me information about editing the delivery address,SHIPPING_ADDRESS,change_shipping_address
B,tell me more about changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
BL,I have an issue trying to correct the address,SHIPPING_ADDRESS,change_shipping_address
B,I want to know more about changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,assistance changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
BIP,could you help me to change the shipping address?,SHIPPING_ADDRESS,change_shipping_address
B,my shipping address has changed,SHIPPING_ADDRESS,change_shipping_address
BLQ,i want assistance to modify the address,SHIPPING_ADDRESS,change_shipping_address
B,I want assistance changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
BIP,could you help me to change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
B,I put the old address by mistake,SHIPPING_ADDRESS,change_shipping_address
BLQZ,i need asistance trying to edit my shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I have an issue trying to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
BM,I have issues changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
BIL,can you tell me about updating the address?,SHIPPING_ADDRESS,change_shipping_address
BI,can you help me change the shipping address?,SHIPPING_ADDRESS,change_shipping_address
BLQ,need assistance to edit my delivery address,SHIPPING_ADDRESS,change_shipping_address
BI,how can I change the shipping address?,SHIPPING_ADDRESS,change_shipping_address
B,I want help trying to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I don't know how to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
BI,can you tell me more about changing the shipping address?,SHIPPING_ADDRESS,change_shipping_address
BCILQZ,i havesubmitted a wrong delivery address how do i correct it,SHIPPING_ADDRESS,change_shipping_address
B,help to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I want assistance to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
BP,I would like to know more about changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
BE,I do not know how to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I have to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I need to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
BIP,where could I change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
B,I want help changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I have put my old address by mistake,SHIPPING_ADDRESS,change_shipping_address
BEP,I do not know how I could change the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I want help changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I put my old address by mistake,SHIPPING_ADDRESS,change_shipping_address
B,information about a shipping address change,SHIPPING_ADDRESS,change_shipping_address
BI,where to change the shipping address?,SHIPPING_ADDRESS,change_shipping_address
B,I want to know about changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
BLM,I have issues updating my address,SHIPPING_ADDRESS,change_shipping_address
BLQ,wanna update the address,SHIPPING_ADDRESS,change_shipping_address
B,I try to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
BELQ,I'm looking for information about modifying my address,SHIPPING_ADDRESS,change_shipping_address
B,question about a shipping address change,SHIPPING_ADDRESS,change_shipping_address
BCILQ,i chose a wrong delivery address by mistake can i correct it,SHIPPING_ADDRESS,change_shipping_address
BLQ,i need assistance to update the delivery address,SHIPPING_ADDRESS,change_shipping_address
BLZ,I want ot update the address,SHIPPING_ADDRESS,change_shipping_address
BLZ,I want to know more about updating the delivery addresxs,SHIPPING_ADDRESS,change_shipping_address
BILQ,what do i need to do to edit the address,SHIPPING_ADDRESS,change_shipping_address
BP,I don't know how I could change my shipping address,SHIPPING_ADDRESS,change_shipping_address
BKL,error changing delivery address,SHIPPING_ADDRESS,change_shipping_address
BCILQZ,the address has canged how can i correct it,SHIPPING_ADDRESS,change_shipping_address
BE,I am looking for information about a shipping address change,SHIPPING_ADDRESS,change_shipping_address
BI,where can I get information about a shipping address change?,SHIPPING_ADDRESS,change_shipping_address
B,I want information about changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
BLM,I have troubles trying to modify the address,SHIPPING_ADDRESS,change_shipping_address
BIP,could you tell me more about changing the shipping address?,SHIPPING_ADDRESS,change_shipping_address
BI,what do I need to do to change the shipping address?,SHIPPING_ADDRESS,change_shipping_address
BI,where can I change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
BLMQW,want supports trying to change my damn address,SHIPPING_ADDRESS,change_shipping_address
B,I want to know more about changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
BCILQZ,i have submitted a wrong delivery address can uupdatte it,SHIPPING_ADDRESS,change_shipping_address
BI,is it possible to change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
B,changing shipping address,SHIPPING_ADDRESS,change_shipping_address
BL,I am trying to edit my address,SHIPPING_ADDRESS,change_shipping_address
B,I need information about changing my shipping address,SHIPPING_ADDRESS,change_shipping_address
B,help changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,help trying to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
BLM,there are troubles updating the address,SHIPPING_ADDRESS,change_shipping_address
B,problem with a shipping address change,SHIPPING_ADDRESS,change_shipping_address
BP,I would like to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
BIP,could I change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
B,I need assistance to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I have a question about a shipping address change,SHIPPING_ADDRESS,change_shipping_address
BL,give me information about a delivery address change,SHIPPING_ADDRESS,change_shipping_address
B,I don't know how to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
BI,where do I change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
